scenario,iteration,fuzzer_type,algorithm,cell_loads,avg_overall_sinr,avg_high_prio_sinr,fairness_index,handover_count_iter,vulnerabilities
Low Load,18,Random,utility,"[0.4, 0.23333333333333334, 0.36666666666666664]",20.8962,21.025087,0.32889083014678855,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.33']"
Low Load,19,Random,utility,"[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]",27.516186,20.20116,0.2791447318306807,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.28']"
Low Load,20,Random,utility,"[0.5, 0.13333333333333333, 0.36666666666666664]",34.574272,28.291525,0.4826980790373769,9,[]
Low Load,21,Random,utility,"[0.26666666666666666, 0.3, 0.43333333333333335]",18.939339,20.20575,0.2991793636161235,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.30']"
Low Load,22,Random,utility,"[0.36666666666666664, 0.3333333333333333, 0.3]",38.57497,18.902916,0.48182139066112023,14,['Ping-Pong: 3 UEs']
Low Load,23,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",29.698112,22.74794,0.29278470879921076,9,['Unfairness: Jain Index = 0.29']
Low Load,24,Random,utility,"[0.5, 0.13333333333333333, 0.36666666666666664]",28.25107,17.246267,0.2990043975569585,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.30']"
Low Load,25,Random,utility,"[0.4, 0.3, 0.3]",31.962912,19.464361,0.3592193280556607,19,['Unfairness: Jain Index = 0.36']
Low Load,26,Random,utility,"[0.43333333333333335, 0.3, 0.26666666666666666]",31.701748,20.906935,0.29154550259685585,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.29']"
Low Load,27,Random,utility,"[0.4, 0.36666666666666664, 0.23333333333333334]",27.017183,12.672418,0.2802312495218917,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.28']"
Low Load,28,Random,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",22.560917,19.64261,0.25076858275176617,14,['Unfairness: Jain Index = 0.25']
Low Load,29,Random,utility,"[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]",25.470167,13.473796,0.2574731374040882,13,['Unfairness: Jain Index = 0.26']
Low Load,30,Random,utility,"[0.4, 0.23333333333333334, 0.36666666666666664]",18.001518,10.952889,0.2612733510636773,15,['Unfairness: Jain Index = 0.26']
Low Load,31,Random,utility,"[0.4, 0.43333333333333335, 0.16666666666666666]",17.756645,8.072438,0.24893538786569055,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.25']"
Low Load,32,Random,utility,"[0.6, 0.16666666666666666, 0.23333333333333334]",24.676634,16.198381,0.22025318769693175,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.22']"
Low Load,33,Random,utility,"[0.4, 0.4, 0.2]",23.415213,13.83763,0.32874254594994584,10,['Unfairness: Jain Index = 0.33']
Low Load,34,Random,utility,"[0.4, 0.4, 0.2]",27.05004,20.217335,0.2324593662997821,15,['Unfairness: Jain Index = 0.23']
Low Load,35,Random,utility,"[0.3333333333333333, 0.26666666666666666, 0.4]",20.545849,6.1766324,0.24041539586764218,17,['Unfairness: Jain Index = 0.24']
Low Load,36,Random,utility,"[0.5333333333333333, 0.23333333333333334, 0.23333333333333334]",19.09585,3.3314428,0.15564389904301323,17,['Unfairness: Jain Index = 0.16']
Low Load,37,Random,utility,"[0.3333333333333333, 0.4666666666666667, 0.2]",20.661268,10.759605,0.17726229201833643,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
Low Load,38,Random,utility,"[0.36666666666666664, 0.2, 0.43333333333333335]",15.400014,2.3499444,0.1758109747169918,18,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
Low Load,39,Random,utility,"[0.36666666666666664, 0.4, 0.23333333333333334]",29.004097,21.980057,0.3535325209549322,18,['Unfairness: Jain Index = 0.35']
Low Load,40,Random,utility,"[0.3, 0.3333333333333333, 0.36666666666666664]",25.229982,18.870758,0.2810342404522958,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.28']"
Low Load,41,Random,utility,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",20.608765,8.162002,0.26644884757335857,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.27']"
Low Load,42,Random,utility,"[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]",19.346663,10.202742,0.21594763159419622,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.22']"
Low Load,43,Random,utility,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",22.341618,20.384949,0.26532289351333066,19,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.27']"
Low Load,44,Random,utility,"[0.5, 0.36666666666666664, 0.13333333333333333]",22.212517,24.339745,0.31363917854961465,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.31']"
Low Load,45,Random,utility,"[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]",28.09276,11.8714,0.3122508986432009,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.31']"
Low Load,46,Random,utility,"[0.16666666666666666, 0.43333333333333335, 0.4]",19.938276,18.699156,0.30524896677236496,18,['Unfairness: Jain Index = 0.31']
Low Load,47,Random,utility,"[0.5, 0.2, 0.3]",22.777245,12.816394,0.2481055157772703,20,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.25']"
Low Load,48,Random,utility,"[0.3333333333333333, 0.4, 0.26666666666666666]",21.17106,14.336166,0.23325728972714085,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.23']"
Low Load,49,Random,utility,"[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]",27.174032,9.748578,0.29780431212460745,13,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.30']"
Low Load,50,Random,utility,"[0.3333333333333333, 0.4666666666666667, 0.2]",18.734034,8.872157,0.19161841346984204,17,['Unfairness: Jain Index = 0.19']
Low Load,51,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",20.354149,3.4733543,0.21486775250838264,19,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.21']"
Low Load,52,Random,utility,"[0.43333333333333335, 0.3, 0.26666666666666666]",24.882996,13.431966,0.2574663787990898,13,['Unfairness: Jain Index = 0.26']
Low Load,53,Random,utility,"[0.4, 0.3333333333333333, 0.26666666666666666]",11.93704,1.1172584,0.16703353947215563,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.17']"
Low Load,54,Random,utility,"[0.4, 0.3333333333333333, 0.26666666666666666]",30.35953,26.162397,0.3130141668570981,11,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.31']"
Low Load,55,Random,utility,"[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]",21.880817,8.543843,0.20725186237104434,16,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.21']"
Low Load,56,Random,utility,"[0.43333333333333335, 0.3, 0.26666666666666666]",21.05291,1.1641617,0.1782068375736301,17,['Unfairness: Jain Index = 0.18']
Low Load,57,Random,utility,"[0.26666666666666666, 0.43333333333333335, 0.3]",27.093288,24.32458,0.26130103895369416,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.26']"
Low Load,58,Random,utility,"[0.4, 0.43333333333333335, 0.16666666666666666]",6.9637485,8.59464,0.11141061515764944,11,['Unfairness: Jain Index = 0.11']
Low Load,59,Random,utility,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",28.348663,9.334407,0.306012750017299,14,['Unfairness: Jain Index = 0.31']
Low Load,60,Random,utility,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",25.628046,24.248873,0.28554613344842794,10,['Unfairness: Jain Index = 0.29']
Low Load,61,Random,utility,"[0.43333333333333335, 0.4, 0.16666666666666666]",27.541574,17.948282,0.3024421337514867,13,['Unfairness: Jain Index = 0.30']
Low Load,62,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",18.178549,-1.4116541,0.21942869249402708,12,"['QoS Violation: Avg High Prio SINR = -1.41 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.22']"
Low Load,63,Random,utility,"[0.3333333333333333, 0.4, 0.26666666666666666]",18.798891,9.675134,0.2135707258215445,14,['Unfairness: Jain Index = 0.21']
Low Load,64,Random,utility,"[0.3333333333333333, 0.4, 0.26666666666666666]",13.965349,4.250265,0.14974060434017072,14,['Unfairness: Jain Index = 0.15']
Low Load,65,Random,utility,"[0.26666666666666666, 0.4, 0.3333333333333333]",26.41448,4.8162646,0.2756274114951619,12,['Unfairness: Jain Index = 0.28']
Low Load,66,Random,utility,"[0.5333333333333333, 0.3, 0.16666666666666666]",15.318773,20.598923,0.22072643692353183,17,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.22']"
Low Load,67,Random,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",18.615149,14.933083,0.26120775650728145,14,['Unfairness: Jain Index = 0.26']
Low Load,68,Random,utility,"[0.3, 0.26666666666666666, 0.43333333333333335]",27.634876,28.863655,0.3112199437500014,12,['Unfairness: Jain Index = 0.31']
Low Load,69,Random,utility,"[0.36666666666666664, 0.3333333333333333, 0.3]",12.920658,7.9445267,0.13442235489693458,11,['Unfairness: Jain Index = 0.13']
Low Load,70,Random,utility,"[0.4666666666666667, 0.43333333333333335, 0.1]",11.734851,4.12015,0.16292516745271982,15,['Unfairness: Jain Index = 0.16']
Low Load,71,Random,utility,"[0.3, 0.26666666666666666, 0.43333333333333335]",10.6236515,6.729982,0.13676116019137008,15,['Unfairness: Jain Index = 0.14']
Low Load,72,Random,utility,"[0.3, 0.43333333333333335, 0.26666666666666666]",32.595913,7.4902077,0.37308655219673365,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.37']"
Low Load,73,Random,utility,"[0.3333333333333333, 0.4, 0.26666666666666666]",11.319907,11.83012,0.14024286410100983,17,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.14']"
Low Load,74,Random,utility,"[0.4, 0.3, 0.3]",24.130096,3.8228076,0.3008131495561073,17,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.30']"
Low Load,75,Random,utility,"[0.3, 0.3, 0.4]",21.112127,15.245587,0.22937868144467974,19,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.23']"
Low Load,76,Random,utility,"[0.26666666666666666, 0.43333333333333335, 0.3]",18.727528,15.047474,0.24227608067627127,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.24']"
Low Load,77,Random,utility,"[0.43333333333333335, 0.36666666666666664, 0.2]",10.903619,7.348839,0.22283440073055732,17,['Unfairness: Jain Index = 0.22']
Low Load,78,Random,utility,"[0.2, 0.4, 0.4]",13.408353,3.3114107,0.18047956965307155,18,['Unfairness: Jain Index = 0.18']
Low Load,79,Random,utility,"[0.6, 0.26666666666666666, 0.13333333333333333]",20.748524,0.072900735,0.28454715236669453,16,['Unfairness: Jain Index = 0.28']
Low Load,80,Random,utility,"[0.3333333333333333, 0.16666666666666666, 0.5]",18.769348,8.946353,0.1977129527940462,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.20']"
Low Load,81,Random,utility,"[0.43333333333333335, 0.5, 0.06666666666666667]",15.888002,-5.6201863,0.2172403909265366,18,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -5.62 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.22']"
Low Load,82,Random,utility,"[0.3, 0.26666666666666666, 0.43333333333333335]",27.01255,12.609417,0.31925014090748643,19,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.32']"
Low Load,83,Random,utility,"[0.3, 0.4666666666666667, 0.23333333333333334]",5.5786495,-2.0597906,0.13631668213407608,14,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -2.06 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.14']"
Low Load,84,Random,utility,"[0.23333333333333334, 0.4, 0.36666666666666664]",21.450476,25.56011,0.2823263104004669,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.28']"
Low Load,85,Random,utility,"[0.36666666666666664, 0.43333333333333335, 0.2]",14.10668,8.950135,0.23930560003915935,22,['Unfairness: Jain Index = 0.24']
Low Load,86,Random,utility,"[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]",18.819813,6.589207,0.18671668499416139,16,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.19']"
Low Load,87,Random,utility,"[0.16666666666666666, 0.4666666666666667, 0.36666666666666664]",13.258912,8.741754,0.23694938269903137,17,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.24']"
Low Load,88,Random,utility,"[0.5666666666666667, 0.26666666666666666, 0.16666666666666666]",12.462917,17.115002,0.16589323999830755,23,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.17']"
Low Load,89,Random,utility,"[0.2, 0.36666666666666664, 0.43333333333333335]",12.632722,-2.5870225,0.2425895519557996,19,"['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -2.59 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
Low Load,90,Random,utility,"[0.5333333333333333, 0.2, 0.26666666666666666]",19.977148,5.3337917,0.2719404682782747,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.27']"
Low Load,91,Random,utility,"[0.26666666666666666, 0.5, 0.23333333333333334]",12.742702,18.335615,0.19010115353045398,16,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.19']"
Low Load,92,Random,utility,"[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]",16.959467,17.276785,0.23632798332508992,13,['Unfairness: Jain Index = 0.24']
Low Load,93,Random,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",20.370958,28.84429,0.27932206856373654,18,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.28']"
Low Load,94,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",20.438442,10.7239,0.30869230710084133,14,['Unfairness: Jain Index = 0.31']
Low Load,95,Random,utility,"[0.23333333333333334, 0.5666666666666667, 0.2]",11.146795,-0.6422558,0.2305775407253368,17,"['QoS Violation: Avg High Prio SINR = -0.64 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.23']"
Low Load,96,Random,utility,"[0.43333333333333335, 0.26666666666666666, 0.3]",21.735023,18.332695,0.2766780981064394,15,['Unfairness: Jain Index = 0.28']
Low Load,97,Random,utility,"[0.16666666666666666, 0.6, 0.23333333333333334]",14.455752,6.5700088,0.21281126177482868,19,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.21']"
Low Load,98,Random,utility,"[0.2, 0.4, 0.4]",7.6008344,5.8084626,0.1257021301160731,16,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.13']"
Low Load,99,Random,utility,"[0.4, 0.3333333333333333, 0.26666666666666666]",25.877043,27.648432,0.33723287579992306,13,['Unfairness: Jain Index = 0.34']
High Load,0,AI,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",13.907237,12.226945,0.1917261980724059,16,['Unfairness: Jain Index = 0.19']
High Load,1,AI,baseline,"[0.4, 0.3, 0.3]",13.0935755,7.4405465,0.1973881612856326,12,['Unfairness: Jain Index = 0.20']
High Load,2,AI,baseline,"[0.2, 0.4666666666666667, 0.3333333333333333]",15.231569,11.75258,0.18669701109812534,14,['Unfairness: Jain Index = 0.19']
High Load,3,AI,baseline,"[0.23333333333333334, 0.4666666666666667, 0.3]",14.767834,14.913829,0.2670224320079524,14,['Unfairness: Jain Index = 0.27']
High Load,4,AI,baseline,"[0.36666666666666664, 0.4, 0.23333333333333334]",21.330202,17.550886,0.3259197487947404,14,['Unfairness: Jain Index = 0.33']
High Load,5,AI,baseline,"[0.2, 0.4666666666666667, 0.3333333333333333]",23.854206,15.417942,0.33329854533878295,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.33']"
High Load,6,AI,baseline,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",14.035076,11.272678,0.18870177450009767,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,7,AI,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",18.48801,12.939922,0.28096166638026693,11,['Unfairness: Jain Index = 0.28']
High Load,8,AI,baseline,"[0.3, 0.4666666666666667, 0.23333333333333334]",15.454329,10.994311,0.2397130970253604,12,['Unfairness: Jain Index = 0.24']
High Load,9,AI,baseline,"[0.3, 0.43333333333333335, 0.26666666666666666]",17.735455,9.105021,0.28447772411734584,10,['Unfairness: Jain Index = 0.28']
High Load,10,AI,baseline,"[0.26666666666666666, 0.5333333333333333, 0.2]",17.085817,14.33726,0.2632031806822437,15,['Unfairness: Jain Index = 0.26']
High Load,11,AI,baseline,"[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]",17.316725,19.675913,0.2623569353587627,9,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.26']"
High Load,12,AI,baseline,"[0.3, 0.26666666666666666, 0.43333333333333335]",20.689127,9.68191,0.2783637722284526,12,['Unfairness: Jain Index = 0.28']
High Load,13,AI,baseline,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",15.531195,15.85321,0.20212156965088537,10,['Unfairness: Jain Index = 0.20']
High Load,14,AI,baseline,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",19.292395,14.49817,0.3180815341059395,13,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.32']"
High Load,15,AI,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",16.668406,13.475099,0.27511534119116776,16,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.28']"
High Load,16,AI,baseline,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",21.89424,23.11777,0.36913958538684627,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.37']"
High Load,17,AI,baseline,"[0.2, 0.4666666666666667, 0.3333333333333333]",16.477577,13.671948,0.207244766479194,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.21']"
High Load,18,AI,baseline,"[0.23333333333333334, 0.3, 0.4666666666666667]",12.607644,9.916806,0.19797786537157583,15,['Unfairness: Jain Index = 0.20']
High Load,19,AI,baseline,"[0.3, 0.26666666666666666, 0.43333333333333335]",18.17988,22.852142,0.241347859361235,12,['Unfairness: Jain Index = 0.24']
High Load,20,AI,baseline,"[0.16666666666666666, 0.36666666666666664, 0.4666666666666667]",14.852694,15.9840555,0.17624689610092067,16,['Unfairness: Jain Index = 0.18']
High Load,21,AI,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",14.554541,10.011575,0.1956002016746856,12,['Unfairness: Jain Index = 0.20']
High Load,22,AI,baseline,"[0.3, 0.4, 0.3]",16.019545,10.45874,0.16516251280348834,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
High Load,23,AI,baseline,"[0.3, 0.3, 0.4]",16.544075,16.69426,0.17253329844396212,15,['Unfairness: Jain Index = 0.17']
High Load,24,AI,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",12.011933,16.439913,0.17054783453516462,11,['Unfairness: Jain Index = 0.17']
High Load,25,AI,baseline,"[0.16666666666666666, 0.43333333333333335, 0.4]",14.639158,10.223572,0.15021242187138542,9,['Unfairness: Jain Index = 0.15']
High Load,26,AI,baseline,"[0.23333333333333334, 0.26666666666666666, 0.5]",13.441567,9.776395,0.12273801422650903,17,['Unfairness: Jain Index = 0.12']
High Load,27,AI,baseline,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",19.457375,18.567453,0.17501548008811058,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,28,AI,baseline,"[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]",19.839794,15.403896,0.18592018417565895,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Load,29,AI,baseline,"[0.3333333333333333, 0.4, 0.26666666666666666]",13.632887,2.666496,0.18550816749925111,7,['Unfairness: Jain Index = 0.19']
High Load,30,AI,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",12.092314,12.238057,0.13444305959681446,11,['Unfairness: Jain Index = 0.13']
High Load,31,AI,baseline,"[0.4, 0.3333333333333333, 0.26666666666666666]",20.991808,24.197157,0.2354177311755661,14,['Unfairness: Jain Index = 0.24']
High Load,32,AI,baseline,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",15.916821,20.531687,0.2156158237297141,12,['Unfairness: Jain Index = 0.22']
High Load,33,AI,baseline,"[0.36666666666666664, 0.43333333333333335, 0.2]",18.929417,27.406036,0.15958271482605224,10,['Unfairness: Jain Index = 0.16']
High Load,34,AI,baseline,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",18.718477,28.021196,0.20236448116713154,17,['Unfairness: Jain Index = 0.20']
High Load,35,AI,baseline,"[0.3, 0.3, 0.4]",13.630051,12.2047615,0.11456967388559604,8,['Unfairness: Jain Index = 0.11']
High Load,36,AI,baseline,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",20.040884,23.182577,0.1891613470140055,11,['Unfairness: Jain Index = 0.19']
High Load,37,AI,baseline,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",12.328492,11.10142,0.1388171167307061,14,['Unfairness: Jain Index = 0.14']
High Load,38,AI,baseline,"[0.3, 0.4, 0.3]",18.350895,22.234133,0.18202218919120736,14,['Unfairness: Jain Index = 0.18']
High Load,39,AI,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",9.633775,8.498587,0.0992793160015692,8,['Unfairness: Jain Index = 0.10']
High Load,40,AI,baseline,"[0.4, 0.3333333333333333, 0.26666666666666666]",26.827118,28.841513,0.26011025560084877,13,['Unfairness: Jain Index = 0.26']
High Load,41,AI,baseline,"[0.43333333333333335, 0.36666666666666664, 0.2]",11.909339,13.034096,0.17845195336015493,13,['Unfairness: Jain Index = 0.18']
High Load,42,AI,baseline,"[0.3, 0.5, 0.2]",17.872456,19.151999,0.2046911781934378,15,['Unfairness: Jain Index = 0.20']
High Load,43,AI,baseline,"[0.26666666666666666, 0.3333333333333333, 0.4]",22.292746,23.036127,0.24559864196111014,16,['Unfairness: Jain Index = 0.25']
High Load,44,AI,baseline,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",17.488647,16.34987,0.26992244692902695,17,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.27']"
High Load,45,AI,baseline,"[0.4, 0.23333333333333334, 0.36666666666666664]",20.895996,21.971464,0.1849634393423024,9,['Unfairness: Jain Index = 0.18']
High Load,46,AI,baseline,"[0.3, 0.23333333333333334, 0.4666666666666667]",18.47724,20.183296,0.18123780945769016,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,47,AI,baseline,"[0.36666666666666664, 0.3333333333333333, 0.3]",21.132948,21.61402,0.290491541976097,18,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.29']"
High Load,48,AI,baseline,"[0.3333333333333333, 0.5, 0.16666666666666666]",21.176064,26.615503,0.24333709183438726,13,['Unfairness: Jain Index = 0.24']
High Load,49,AI,baseline,"[0.26666666666666666, 0.3333333333333333, 0.4]",10.825601,20.349419,0.10750927344640007,14,['Unfairness: Jain Index = 0.11']
High Load,50,AI,baseline,"[0.2, 0.5333333333333333, 0.26666666666666666]",22.528978,29.761772,0.2500437950176999,11,['Unfairness: Jain Index = 0.25']
High Load,51,AI,baseline,"[0.5, 0.26666666666666666, 0.23333333333333334]",10.035709,10.114757,0.08150904390806764,14,['Unfairness: Jain Index = 0.08']
High Load,52,AI,baseline,"[0.4, 0.43333333333333335, 0.16666666666666666]",18.250881,10.319379,0.19587632790362855,13,['Unfairness: Jain Index = 0.20']
High Load,53,AI,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",17.52347,19.286203,0.203840394503273,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.20']"
High Load,54,AI,baseline,"[0.2, 0.3, 0.5]",15.082228,12.902877,0.19973291641512547,14,['Unfairness: Jain Index = 0.20']
High Load,55,AI,baseline,"[0.36666666666666664, 0.3333333333333333, 0.3]",16.531576,16.460434,0.1576186272106485,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.16']"
High Load,56,AI,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",21.395586,18.794104,0.2558008829950939,16,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.26']"
High Load,57,AI,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",7.747772,5.9392877,0.07287693976253476,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,58,AI,baseline,"[0.2, 0.43333333333333335, 0.36666666666666664]",16.444374,13.119554,0.2039748465850008,10,['Unfairness: Jain Index = 0.20']
High Load,59,AI,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",15.28911,7.1858234,0.18030776291167522,16,['Unfairness: Jain Index = 0.18']
High Load,60,AI,baseline,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",16.212729,16.124231,0.23223355326434997,12,['Unfairness: Jain Index = 0.23']
High Load,61,AI,baseline,"[0.4, 0.36666666666666664, 0.23333333333333334]",17.448519,14.50706,0.12958961530595361,16,['Unfairness: Jain Index = 0.13']
High Load,62,AI,baseline,"[0.36666666666666664, 0.3333333333333333, 0.3]",21.237968,11.877486,0.24611893620090516,13,['Unfairness: Jain Index = 0.25']
High Load,63,AI,baseline,"[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]",20.823385,16.794485,0.2155582268700218,10,['Unfairness: Jain Index = 0.22']
High Load,64,AI,baseline,"[0.2, 0.43333333333333335, 0.36666666666666664]",19.528873,10.334915,0.22328884178792874,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,65,AI,baseline,"[0.2, 0.4, 0.4]",19.856367,13.127189,0.21911379574770268,11,['Unfairness: Jain Index = 0.22']
High Load,66,AI,baseline,"[0.13333333333333333, 0.43333333333333335, 0.43333333333333335]",26.926762,22.530752,0.2776677825661836,10,['Unfairness: Jain Index = 0.28']
High Load,67,AI,baseline,"[0.2, 0.43333333333333335, 0.36666666666666664]",13.194488,10.944163,0.13024563011448326,8,['Unfairness: Jain Index = 0.13']
High Load,68,AI,baseline,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",16.474785,20.575508,0.21924390617884612,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,69,AI,baseline,"[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]",15.821501,21.860731,0.19729670368029611,12,['Unfairness: Jain Index = 0.20']
High Load,70,AI,baseline,"[0.4666666666666667, 0.3, 0.23333333333333334]",14.658385,12.368412,0.16211776234420308,7,['Unfairness: Jain Index = 0.16']
High Load,71,AI,baseline,"[0.4, 0.26666666666666666, 0.3333333333333333]",4.70147,5.573595,0.07886578399283743,9,['Unfairness: Jain Index = 0.08']
High Load,72,AI,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",11.846833,6.4879947,0.16478318192821662,10,['Unfairness: Jain Index = 0.16']
High Load,73,AI,baseline,"[0.3, 0.3, 0.4]",21.323143,23.780931,0.24816778150934155,9,['Unfairness: Jain Index = 0.25']
